Mod:Item:MetaData, Localized Name
hbm:fluid_tank_full:0, Universal Fluid Tank: Niobium
hbm:fluid_tank_full:0, Universal Fluid Tank: Nitrogen Plasma
hbm:fluid_tank_full:0, Universal Fluid Tank: Osmium
hbm:fluid_tank_full:0, Universal Fluid Tank: Oxygen Plasma
hbm:fluid_tank_full:0, Universal Fluid Tank: Palladium
hbm:fluid_tank_full:0, Universal Fluid Tank: Platinum
hbm:fluid_tank_full:0, Universal Fluid Tank: Plutonium 239
hbm:fluid_tank_full:0, Universal Fluid Tank: Plutonium 241
hbm:fluid_tank_full:0, Universal Fluid Tank: Potassium
hbm:fluid_tank_full:0, Universal Fluid Tank: Radon
hbm:fluid_tank_full:0, Universal Fluid Tank: Rhodium
hbm:fluid_tank_full:0, Universal Fluid Tank: Ruthenium
hbm:fluid_tank_full:0, Universal Fluid Tank: Samarium
hbm:fluid_tank_full:0, Universal Fluid Tank: Silicon
hbm:fluid_tank_full:0, Universal Fluid Tank: Tantalum
hbm:fluid_tank_full:0, Universal Fluid Tank: Thorium
hbm:fluid_tank_full:0, Universal Fluid Tank: Titanium
hbm:fluid_tank_full:0, Universal Fluid Tank: Tritium
hbm:fluid_tank_full:0, Universal Fluid Tank: Tungsten
hbm:fluid_tank_full:0, Universal Fluid Tank: Uranium 238
hbm:fluid_tank_full:0, Universal Fluid Tank: Uranium 235
hbm:fluid_tank_full:0, Universal Fluid Tank: Vanadium
hbm:fluid_tank_full:0, Universal Fluid Tank: Xenon
hbm:fluid_tank_full:0, Universal Fluid Tank: Yttrium
hbm:fluid_tank_full:0, Universal Fluid Tank: Naquadah
hbm:fluid_tank_full:0, Universal Fluid Tank: Enriched Naquadah
hbm:fluid_tank_full:0, Universal Fluid Tank: Naquadria
hbm:fluid_tank_full:0, Universal Fluid Tank: Neutronium
hbm:fluid_tank_full:0, Universal Fluid Tank: Tritanium
hbm:fluid_tank_full:0, Universal Fluid Tank: Duranium
hbm:fluid_tank_full:0, Universal Fluid Tank: Trinium
hbm:fluid_tank_full:0, Universal Fluid Tank: Annealed Copper
hbm:fluid_tank_full:0, Universal Fluid Tank: Battery Alloy
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Oxygen
hbm:fluid_tank_full:0, Universal Fluid Tank: Cupronickel
hbm:fluid_tank_full:0, Universal Fluid Tank: Ice
hbm:fluid_tank_full:0, Universal Fluid Tank: Invar
hbm:fluid_tank_full:0, Universal Fluid Tank: Kanthal
hbm:fluid_tank_full:0, Universal Fluid Tank: Magnalium
hbm:fluid_tank_full:0, Universal Fluid Tank: Nichrome
hbm:fluid_tank_full:0, Universal Fluid Tank: Niobium Nitride
hbm:fluid_tank_full:0, Universal Fluid Tank: Niobium-Titanium
hbm:fluid_tank_full:0, Universal Fluid Tank: Sterling Silver
hbm:fluid_tank_full:0, Universal Fluid Tank: Rose Gold
hbm:fluid_tank_full:0, Universal Fluid Tank: Black Bronze
hbm:fluid_tank_full:0, Universal Fluid Tank: Bismuth Bronze
hbm:fluid_tank_full:0, Universal Fluid Tank: Ruridit
hbm:fluid_tank_full:0, Universal Fluid Tank: Soldering Alloy
hbm:fluid_tank_full:0, Universal Fluid Tank: Stainless Steel
hbm:fluid_tank_full:0, Universal Fluid Tank: Tin Alloy
hbm:fluid_tank_full:0, Universal Fluid Tank: Ultimet
hbm:fluid_tank_full:0, Universal Fluid Tank: Vanadium-Gallium
hbm:fluid_tank_full:0, Universal Fluid Tank: Wrought Iron
hbm:fluid_tank_full:0, Universal Fluid Tank: Yttrium Barium Cuprate
hbm:fluid_tank_full:0, Universal Fluid Tank: Osmiridium
hbm:fluid_tank_full:0, Universal Fluid Tank: Gallium Arsenide
hbm:fluid_tank_full:0, Universal Fluid Tank: Indium Gallium Phosphide
hbm:fluid_tank_full:0, Universal Fluid Tank: Nickel Zinc Ferrite
hbm:fluid_tank_full:0, Universal Fluid Tank: Sodium Persulfate
hbm:fluid_tank_full:0, Universal Fluid Tank: Tungstencarbide
hbm:fluid_tank_full:0, Universal Fluid Tank: Carbon Dioxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Titanium Tetrachloride
hbm:fluid_tank_full:0, Universal Fluid Tank: Nitrogen Dioxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydrogen Sulfide
hbm:fluid_tank_full:0, Universal Fluid Tank: Nitric Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulfuric Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Phosphoric Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulfur Trioxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulfur Dioxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Carbon Monoxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Hypochlorous Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Ammonia
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydrofluoric Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Nitric Oxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Iron III Chloride
hbm:fluid_tank_full:0, Universal Fluid Tank: Uranium Hexafluoride
hbm:fluid_tank_full:0, Universal Fluid Tank: Enriched Uranium Hexafluoride
hbm:fluid_tank_full:0, Universal Fluid Tank: Depleted Uranium Hexafluoride
hbm:fluid_tank_full:0, Universal Fluid Tank: Nitrous Oxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydrochloric Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Steam
hbm:fluid_tank_full:0, Universal Fluid Tank: Distilled Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Sodium Potassium
hbm:fluid_tank_full:0, Universal Fluid Tank: Manganese Phosphide
hbm:fluid_tank_full:0, Universal Fluid Tank: Magnesium Diboride
hbm:fluid_tank_full:0, Universal Fluid Tank: Mercury Barium Calcium Cuprate
hbm:fluid_tank_full:0, Universal Fluid Tank: Uranium Triplatinum
hbm:fluid_tank_full:0, Universal Fluid Tank: Samarium Iron Arsenic Oxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Indium Tin Barium Titanium Cuprate
hbm:fluid_tank_full:0, Universal Fluid Tank: Uranium Rhodium Dinaquadide
hbm:fluid_tank_full:0, Universal Fluid Tank: Enriched Naquadah Trinium Europium Duranide
hbm:fluid_tank_full:0, Universal Fluid Tank: Ruthenium Trinium Americium Neutronate
hbm:fluid_tank_full:0, Universal Fluid Tank: Rhodium Sulfate
hbm:fluid_tank_full:0, Universal Fluid Tank: Fluoroantimonic Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Helium
hbm:fluid_tank_full:0, Universal Fluid Tank: Silicone Rubber
hbm:fluid_tank_full:0, Universal Fluid Tank: Nitrobenzene
hbm:fluid_tank_full:0, Universal Fluid Tank: Raw Rubber
hbm:fluid_tank_full:0, Universal Fluid Tank: Styrene-Butadiene Rubber
hbm:fluid_tank_full:0, Universal Fluid Tank: Polyvinyl Acetate
hbm:fluid_tank_full:0, Universal Fluid Tank: Fiber-Reinforced Epoxy Resin
hbm:fluid_tank_full:0, Universal Fluid Tank: Polyvinyl Chloride (PVC)
hbm:fluid_tank_full:0, Universal Fluid Tank: Polyphenylene Sulfide
hbm:fluid_tank_full:0, Universal Fluid Tank: Glyceryl Trinitrate
hbm:fluid_tank_full:0, Universal Fluid Tank: Polybenzimidazole (PBI)
hbm:fluid_tank_full:0, Universal Fluid Tank: Polyethylene (PE)
hbm:fluid_tank_full:0, Universal Fluid Tank: Epoxy Resin
hbm:fluid_tank_full:0, Universal Fluid Tank: Polycaprolactam
hbm:fluid_tank_full:0, Universal Fluid Tank: Polytetrafluoroethylene (PTFE)
hbm:fluid_tank_full:0, Universal Fluid Tank: Epichlorohydrin
hbm:fluid_tank_full:0, Universal Fluid Tank: Monochloramine
hbm:fluid_tank_full:0, Universal Fluid Tank: Chloroform
hbm:fluid_tank_full:0, Universal Fluid Tank: Cumene
hbm:fluid_tank_full:0, Universal Fluid Tank: Tetrafluoroethylene
hbm:fluid_tank_full:0, Universal Fluid Tank: Chloromethane
hbm:fluid_tank_full:0, Universal Fluid Tank: Allyl Chloride
hbm:fluid_tank_full:0, Universal Fluid Tank: Isoprene
hbm:fluid_tank_full:0, Universal Fluid Tank: Propane
hbm:fluid_tank_full:0, Universal Fluid Tank: Propene
hbm:fluid_tank_full:0, Universal Fluid Tank: Butene
hbm:fluid_tank_full:0, Universal Fluid Tank: Butane
hbm:fluid_tank_full:0, Universal Fluid Tank: Dissolved Calcium Acetate
hbm:fluid_tank_full:0, Universal Fluid Tank: Vinyl Acetate
hbm:fluid_tank_full:0, Universal Fluid Tank: Methyl Acetate
hbm:fluid_tank_full:0, Universal Fluid Tank: Ethenone
hbm:fluid_tank_full:0, Universal Fluid Tank: Tetranitromethane
hbm:fluid_tank_full:0, Universal Fluid Tank: Dimethylamine
hbm:fluid_tank_full:0, Universal Fluid Tank: 1,1-Dimethylhydrazine
hbm:fluid_tank_full:0, Universal Fluid Tank: Dinitrogen Tetroxide
hbm:fluid_tank_full:0, Universal Fluid Tank: Dimethyldichlorosilane
hbm:fluid_tank_full:0, Universal Fluid Tank: Styrene
hbm:fluid_tank_full:0, Universal Fluid Tank: Butadiene
hbm:fluid_tank_full:0, Universal Fluid Tank: Dichlorobenzene
hbm:fluid_tank_full:0, Universal Fluid Tank: Acetic Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Phenol
hbm:fluid_tank_full:0, Universal Fluid Tank: Bisphenol A
hbm:fluid_tank_full:0, Universal Fluid Tank: Vinyl Chloride
hbm:fluid_tank_full:0, Universal Fluid Tank: Ethylene
hbm:fluid_tank_full:0, Universal Fluid Tank: Benzene
hbm:fluid_tank_full:0, Universal Fluid Tank: Acetone
hbm:fluid_tank_full:0, Universal Fluid Tank: Glycerol
hbm:fluid_tank_full:0, Universal Fluid Tank: Methanol
hbm:fluid_tank_full:0, Universal Fluid Tank: Ethanol
hbm:fluid_tank_full:0, Universal Fluid Tank: Toluene
hbm:fluid_tank_full:0, Universal Fluid Tank: Diphenyl Isophthalate
hbm:fluid_tank_full:0, Universal Fluid Tank: Phthalic Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Dimethylbenzene
hbm:fluid_tank_full:0, Universal Fluid Tank: 3,3-Diaminobenzidine
hbm:fluid_tank_full:0, Universal Fluid Tank: 3,3-Dichlorobenzidine
hbm:fluid_tank_full:0, Universal Fluid Tank: 2-Nitrochlorobenzene
hbm:fluid_tank_full:0, Universal Fluid Tank: Chlorobenzene
hbm:fluid_tank_full:0, Universal Fluid Tank: Octane
hbm:fluid_tank_full:0, Universal Fluid Tank: Ethyl Tert-Butyl Ether
hbm:fluid_tank_full:0, Universal Fluid Tank: Ethylbenzene
hbm:fluid_tank_full:0, Universal Fluid Tank: Naphthalene
hbm:fluid_tank_full:0, Universal Fluid Tank: Rubber
hbm:fluid_tank_full:0, Universal Fluid Tank: Cyclohexane
hbm:fluid_tank_full:0, Universal Fluid Tank: Nitrosyl Chloride
hbm:fluid_tank_full:0, Universal Fluid Tank: Butyraldehyde
hbm:fluid_tank_full:0, Universal Fluid Tank: Polyvinyl Butyral
hbm:fluid_tank_full:0, Universal Fluid Tank: Polychlorinated Biphenyl (PCB)
hbm:fluid_tank_full:0, Universal Fluid Tank: Wood Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Wood Vinegar
hbm:fluid_tank_full:0, Universal Fluid Tank: Wood Tar
hbm:fluid_tank_full:0, Universal Fluid Tank: Charcoal Byproducts
hbm:fluid_tank_full:0, Universal Fluid Tank: Biomass
hbm:fluid_tank_full:0, Universal Fluid Tank: Bio Diesel
hbm:fluid_tank_full:0, Universal Fluid Tank: Fermented Biomass
hbm:fluid_tank_full:0, Universal Fluid Tank: Creosote
hbm:fluid_tank_full:0, Universal Fluid Tank: Rocket Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Glue
hbm:fluid_tank_full:0, Universal Fluid Tank: Lubricant
hbm:fluid_tank_full:0, Universal Fluid Tank: McGuffium 239
hbm:fluid_tank_full:0, Universal Fluid Tank: Indium Concentrate
hbm:fluid_tank_full:0, Universal Fluid Tank: Seed Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Drilling Fluid
hbm:fluid_tank_full:0, Universal Fluid Tank: Construction Foam
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulfuric Heavy Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Heavy Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Lightly Hydro-Cracked Heavy Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Severely Hydro-Cracked Heavy Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Lightly Steam-Cracked Heavy Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Severely Steam-Cracked Heavy Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulfuric Light Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Light Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Lightly Hydro-Cracked Light Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Severely Hydro-Cracked Light Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Lightly Steam-Cracked Light Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Severely Steam-Cracked Light Fuel
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulfuric Naphtha
hbm:fluid_tank_full:0, Universal Fluid Tank: Naphtha
hbm:fluid_tank_full:0, Universal Fluid Tank: Lightly Hydro-Cracked Naphtha
hbm:fluid_tank_full:0, Universal Fluid Tank: Severely Hydro-Cracked Naphtha
hbm:fluid_tank_full:0, Universal Fluid Tank: Lightly Steam-Cracked Naphtha
hbm:fluid_tank_full:0, Universal Fluid Tank: Severely Steam-Cracked Naphtha
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulfuric Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Refinery Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Lightly Hydro-Cracked Refinery Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Severely Hydro-Cracked Refinery Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Lightly Steam-Cracked Refinery Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Severely Steam-Cracked Refinery Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydro-Cracked Ethane
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydro-Cracked Ethylene
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydro-Cracked Propene
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydro-Cracked Propane
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydro-Cracked Butane
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydro-Cracked Butene
hbm:fluid_tank_full:0, Universal Fluid Tank: Hydro-Cracked Butadiene
hbm:fluid_tank_full:0, Universal Fluid Tank: Steam-Cracked Ethane
hbm:fluid_tank_full:0, Universal Fluid Tank: Steam-Cracked Ethylene
hbm:fluid_tank_full:0, Universal Fluid Tank: Steam-Cracked Propene
hbm:fluid_tank_full:0, Universal Fluid Tank: Steam-Cracked Propane
hbm:fluid_tank_full:0, Universal Fluid Tank: Steam-Cracked Butane
hbm:fluid_tank_full:0, Universal Fluid Tank: Steam-Cracked Butene
hbm:fluid_tank_full:0, Universal Fluid Tank: Steam-Cracked Butadiene
hbm:fluid_tank_full:0, Universal Fluid Tank: LPG
hbm:fluid_tank_full:0, Universal Fluid Tank: Raw Growth Medium
hbm:fluid_tank_full:0, Universal Fluid Tank: Sterilized Growth Medium
hbm:fluid_tank_full:0, Universal Fluid Tank: Heavy Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Raw Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Light Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Natural Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Bacteria
hbm:fluid_tank_full:0, Universal Fluid Tank: Bacterial Sludge
hbm:fluid_tank_full:0, Universal Fluid Tank: Enriched Bacterial Sludge
hbm:fluid_tank_full:0, Universal Fluid Tank: Mutagen
hbm:fluid_tank_full:0, Universal Fluid Tank: Gelatin Mixture
hbm:fluid_tank_full:0, Universal Fluid Tank: Raw Gasoline
hbm:fluid_tank_full:0, Universal Fluid Tank: Gasoline
hbm:fluid_tank_full:0, Universal Fluid Tank: High Octane Gasoline
hbm:fluid_tank_full:0, Universal Fluid Tank: Coal Gas
hbm:fluid_tank_full:0, Universal Fluid Tank: Coal Tar
hbm:fluid_tank_full:0, Universal Fluid Tank: Glowstone
hbm:fluid_tank_full:0, Universal Fluid Tank: Cetane-Boosted Diesel
hbm:fluid_tank_full:0, Universal Fluid Tank: Milk
hbm:fluid_tank_full:0, Universal Fluid Tank: Fish Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Ruby Slurry
hbm:fluid_tank_full:0, Universal Fluid Tank: Sapphire Slurry
hbm:fluid_tank_full:0, Universal Fluid Tank: Green Sapphire Slurry
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Black Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Red Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Green Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Brown Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Blue Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Purple Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Cyan Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Light Gray Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Gray Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Pink Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Lime Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Yellow Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Light Blue Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Magenta Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical Orange Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Chemical White Dye
hbm:fluid_tank_full:0, Universal Fluid Tank: Impure Enriched Naquadah Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Enriched Naquadah Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Acidic Enriched Naquadah Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Enriched Naquadah Waste
hbm:fluid_tank_full:0, Universal Fluid Tank: Impure Naquadria Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Naquadria Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Acidic Naquadria Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Naquadria Waste
hbm:fluid_tank_full:0, Universal Fluid Tank: UU-Matter
hbm:fluid_tank_full:0, Universal Fluid Tank: Dielectric PCB Coolant
hbm:fluid_tank_full:0, Universal Fluid Tank: Glass
hbm:fluid_tank_full:0, Universal Fluid Tank: Salt Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Blaze
hbm:fluid_tank_full:0, Universal Fluid Tank: Black Steel
hbm:fluid_tank_full:0, Universal Fluid Tank: Damascus Steel
hbm:fluid_tank_full:0, Universal Fluid Tank: Tungstensteel
hbm:fluid_tank_full:0, Universal Fluid Tank: Cobalt Brass
hbm:fluid_tank_full:0, Universal Fluid Tank: Concrete
hbm:fluid_tank_full:0, Universal Fluid Tank: Vanadiumsteel
hbm:fluid_tank_full:0, Universal Fluid Tank: Potin
hbm:fluid_tank_full:0, Universal Fluid Tank: Borosilicate Glass
hbm:fluid_tank_full:0, Universal Fluid Tank: Naquadah Alloy
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulfuric Nickel Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Sulfuric Copper Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Lead-Zinc Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Nitration Mixture
hbm:fluid_tank_full:0, Universal Fluid Tank: Diluted Sulfuric Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Diluted Hydrochloric Acid
hbm:fluid_tank_full:0, Universal Fluid Tank: Air
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Air
hbm:fluid_tank_full:0, Universal Fluid Tank: Nether Air
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Nether Air
hbm:fluid_tank_full:0, Universal Fluid Tank: Ender Air
hbm:fluid_tank_full:0, Universal Fluid Tank: Liquid Ender Air
hbm:fluid_tank_full:0, Universal Fluid Tank: Aqua Regia
hbm:fluid_tank_full:0, Universal Fluid Tank: Acidic Osmium Solution
hbm:fluid_tank_full:0, Universal Fluid Tank: Rhodium Plated Palladium
hbm:fluid_tank_full:0, Universal Fluid Tank: Redstone
hbm:fluid_tank_full:0, Universal Fluid Tank: Red Steel
hbm:fluid_tank_full:0, Universal Fluid Tank: Blue Steel
hbm:fluid_tank_full:0, Universal Fluid Tank: HSS-G
hbm:fluid_tank_full:0, Universal Fluid Tank: Red Alloy
hbm:fluid_tank_full:0, Universal Fluid Tank: HSS-E
hbm:fluid_tank_full:0, Universal Fluid Tank: HSS-S
hbm:fluid_tank_full:0, Universal Fluid Tank: Blue Alloy
hbm:fluid_tank_full:0, Universal Fluid Tank: Stellite-100
hbm:fluid_tank_full:0, Universal Fluid Tank: Watertight Steel
hbm:fluid_tank_full:0, Universal Fluid Tank: Maraging Steel 300
hbm:fluid_tank_full:0, Universal Fluid Tank: Hastelloy-C276
hbm:fluid_tank_full:0, Universal Fluid Tank: Hastelloy-X
hbm:fluid_tank_full:0, Universal Fluid Tank: Trinaquadalloy
hbm:fluid_tank_full:0, Universal Fluid Tank: Zeron-100
hbm:fluid_tank_full:0, Universal Fluid Tank: Titanium Carbide
hbm:fluid_tank_full:0, Universal Fluid Tank: Tantalum Carbide
hbm:fluid_tank_full:0, Universal Fluid Tank: Molybdenum Disilicide
hbm:fluid_tank_full:0, Universal Fluid Tank: HSLA Steel
hbm:fluid_tank_full:0, Universal Fluid Tank: Titanium Tungsten Carbide
hbm:fluid_tank_full:0, Universal Fluid Tank: Incoloy-MA956
hbm:fluid_tank_full:0, Universal Fluid Tank: Isopropyl Chloride
hbm:fluid_tank_full:0, Universal Fluid Tank: Lemon Extract
hbm:fluid_tank_full:0, Universal Fluid Tank: Lime Extract
hbm:fluid_tank_full:0, Universal Fluid Tank: Orange Juice
hbm:fluid_tank_full:0, Universal Fluid Tank: Apple Juice
hbm:fluid_tank_full:0, Universal Fluid Tank: Apple Cider
hbm:fluid_tank_full:0, Universal Fluid Tank: Unheated Cane Syrup
hbm:fluid_tank_full:0, Universal Fluid Tank: Cane Syrup
hbm:fluid_tank_full:0, Universal Fluid Tank: Purple Drink
hbm:fluid_tank_full:0, Universal Fluid Tank: Frying Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Hot Frying Oil
hbm:fluid_tank_full:0, Universal Fluid Tank: Starch-Filled Water
hbm:fluid_tank_full:0, Universal Fluid Tank: Mushroom Stew
hbm:fluid_tank_full:0, Universal Fluid Tank: Beetroot Soup
hbm:fluid_tank_full:0, Universal Fluid Tank: Italian Buffalo's Milk
hbm:fluid_tank_full:0, Universal Fluid Tank: Crude Rennet Solution
